fighter_name,Height,Weight,Reach,Stance,DOB
Rubin Williams,"6' 1""",185 lbs.,,Orthodox,9-Apr-76
Rudy Bears,"5' 11""",170 lbs.,,Southpaw,
Rudyard Moncayo,"5' 10""",195 lbs.,,Orthodox,
Rulon Gardner,"6' 3""",265 lbs.,,Orthodox,16-Aug-71
Ruslan Magomedov,"6' 3""",242 lbs.,"78""",Orthodox,26-Nov-86
Russell Doane,"5' 7""",135 lbs.,"70""",Orthodox,13-Aug-86
Russell Patrick,"5' 9""",145 lbs.,,,
Rustam Khabilov,"5' 8""",155 lbs.,"73""",Orthodox,4-Nov-86
Ryan Bader,"6' 2""",205 lbs.,"74""",Orthodox,7-Jun-83
Ryan Bastianelli,"5' 5""",135 lbs.,,,
Ryan Benoit,"5' 5""",125 lbs.,"68""",Orthodox,25-Aug-89
Ryan Couture,"5' 10""",155 lbs.,"75""",Orthodox,27-Aug-82
Ryan Diaz,,145 lbs.,,,
Ryan Gracie,"5' 9""",200 lbs.,,Orthodox,14-Aug-74
Ryan Hall,"5' 10""",155 lbs.,"71""",,22-Feb-85
Ryan Hayes,,,,,
Ryan Healy,"6' 1""",155 lbs.,,Orthodox,20-Jul-83
Ryan Janes,"6' 3""",185 lbs.,"76""",Orthodox,22-Aug-81
Ryan Jensen,"6' 1""",185 lbs.,"76""",Orthodox,20-Sep-77
Ryan Jimmo,"6' 1""",205 lbs.,"73""",Orthodox,27-Nov-81
Ryan Keenan,"5' 10""",170 lbs.,,,15-Jun-85
Ryan LaFlare,"6' 1""",170 lbs.,"74""",Southpaw,1-Oct-83
Ryan Larson,,170 lbs.,,,30-Dec-80
Ryan MacDonald,"5' 11""",135 lbs.,"71""",Switch,18-Mar-93
Ryan Madigan,"6' 0""",170 lbs.,,Orthodox,
Ryan McGillivray,"5' 11""",170 lbs.,,,27-Sep-86
Ryan McGivern,"6' 0""",185 lbs.,,Orthodox,17-Jan-80
Ryan Parker,"6' 3""",235 lbs.,,Southpaw,
Ryan Quinn,"5' 8""",145 lbs.,,,
Ryan Roberts,"5' 6""",155 lbs.,,Orthodox,16-Jul-78
Ryan Spann,"6' 5""",205 lbs.,"79""",Orthodox,24-Aug-91
Ryan Stonitsch,"5' 9""",170 lbs.,,Southpaw,3-Feb-77
Ryan Thomas,"6' 0""",170 lbs.,,Orthodox,5-Nov-84
Ryan Tobar,,155 lbs.,,,
Ryo Chonan,"5' 9""",170 lbs.,"70""",Orthodox,8-Oct-76
Ryo Kawamura,"5' 11""",205 lbs.,,Orthodox,29-Jun-81
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,
Ryuki Ueyama,"5' 11""",180 lbs.,,Southpaw,17-Apr-76
Ryuta Sakurai,"5' 7""",183 lbs.,,Orthodox,
Saad Awad,"5' 11""",155 lbs.,,,7-Jun-83
Sabah Homasi,"6' 0""",170 lbs.,"72""",Orthodox,19-Oct-88
Sabina Mazo,"5' 7""",125 lbs.,"70""",Orthodox,25-Mar-97
Saeed Hosseini,,,,,
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96
Sai Wang,"6' 0""",170 lbs.,"72""",Southpaw,14-Jan-86
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,5-Apr-92
Sako Chivitchian,"5' 11""",155 lbs.,,,11-Mar-84
Salim Touahri,"5' 10""",170 lbs.,"72""",Orthodox,28-Sep-89
Salvador Becerra,"5' 9""",155 lbs.,,,
Salvador Woods,"5' 11""",170 lbs.,,,5-Feb-85
Sam Adkins,"6' 3""",225 lbs.,,Orthodox,26-Apr-65
Sam Alvey,"6' 2""",205 lbs.,"75""",Southpaw,6-May-86
Sam Fulton,,,,,
Sam Greco,"6' 2""",205 lbs.,,Orthodox,3-May-67
Sam Hoger,"6' 2""",205 lbs.,,Orthodox,28-Jun-80
Sam Liera,,,,,
Sam Oropeza,"6' 2""",170 lbs.,,,
Sam Sicilia,"5' 8""",145 lbs.,"67""",Orthodox,1-Feb-86
Sam Spengler,"5' 11""",185 lbs.,,Orthodox,
Sam Stout,"5' 9""",155 lbs.,"70""",Orthodox,23-Apr-84
Sam Watford,,155 lbs.,,,
Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,28-Sep-81
Samy Schiavo,"5' 8""",155 lbs.,,Orthodox,24-Dec-75
Sanae Kikuta,"5' 9""",200 lbs.,,Orthodox,10-Sep-71
Santiago Ponzinibbio,"6' 0""",170 lbs.,"73""",Orthodox,26-Sep-86
Saparbeg Safarov,"6' 1""",205 lbs.,"78""",Orthodox,14-Oct-86
Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,24-Sep-80
Sarah D'alelio,"5' 7""",145 lbs.,,,13-Dec-80
Sarah Frota,"5' 6""",115 lbs.,"69""",Southpaw,14-Apr-87
Sarah Kaufman,"5' 5""",135 lbs.,"67""",Orthodox,20-Sep-85
Sarah Moras,"5' 7""",135 lbs.,"67""",,30-Apr-88
Sarah Payant,"5' 4""",115 lbs.,,,
Satoru Kitaoka,"5' 6""",154 lbs.,,,4-Feb-80
Satoshi Honma,"6' 1""",205 lbs.,,Orthodox,19-May-68
Satoshi Ishii,"5' 11""",240 lbs.,,Orthodox,19-Dec-86
Saul Elizondo,"5' 7""",135 lbs.,,,17-Jul-85
Scott Adams,"6' 0""",225 lbs.,,Southpaw,
Scott Askham,"6' 3""",185 lbs.,"75""",Southpaw,20-May-88
Scott Baker,"6' 0""",210 lbs.,,,
Scott Bessac,"6' 4""",245 lbs.,,,
Scott Bills,"5' 10""",170 lbs.,,,
Scott Carson,"6' 2""",215 lbs.,,,
Scott Ettling,,135 lbs.,,,
Scott Ferrozzo,"5' 11""",323 lbs.,,Orthodox,26-Apr-65
Scott Fiedler,"6' 4""",235 lbs.,,Orthodox,
Scott Graham,"6' 4""",185 lbs.,,Orthodox,
Scott Harper,"6' 0""",185 lbs.,,Orthodox,14-Apr-72
Scott Holtzman,"5' 9""",155 lbs.,"69""",Orthodox,30-Sep-83
Scott Jorgensen,"5' 5""",135 lbs.,"66""",Orthodox,17-Sep-82
Scott Junk,"6' 1""",265 lbs.,,Orthodox,17-Dec-78
Scott Lighty,"6' 2""",205 lbs.,,,15-Oct-78
Scott McAfee,"5' 8""",155 lbs.,,Orthodox,23-Aug-83
Scott McDonald,,,,,
Scott Morris,"5' 10""",210 lbs.,,Orthodox,
Scott Norton,"5' 10""",170 lbs.,,Orthodox,15-Mar-73
Scott Shaffer,"5' 7""",145 lbs.,,Orthodox,
Scott Smith,"6' 0""",185 lbs.,"70""",Orthodox,21-May-79
Scott Ventimiglia,"5' 11""",185 lbs.,,,17-Nov-72
Sean Alvarez,"6' 0""",235 lbs.,,Orthodox,14-Jul-71
Sean Bassett,,155 lbs.,,,
Sean Brady,"5' 9""",170 lbs.,,,23-Nov-92
Sean Daugherty,"6' 0""",175 lbs.,,,4-Dec-75
Sean Gannon,"6' 3""",265 lbs.,,Southpaw,
Sean Holden,"5' 10""",170 lbs.,,,17-Sep-84
Sean Lally,"6' 0""",170 lbs.,"74""",Orthodox,4-Nov-90
Sean Loeffler,"6' 3""",185 lbs.,,Orthodox,23-May-82
Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,17-Jul-76
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,2-Sep-83
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,25-Feb-71
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,24-Oct-94
Sean Pierson,"6' 0""",170 lbs.,"76""",Southpaw,10-Mar-76
Sean Salmon,"5' 10""",185 lbs.,,Southpaw,11-Sep-77
Sean Santella,"5' 5""",125 lbs.,,,25-Oct-84
Sean Sherk,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73
Sean Soriano,"5' 9""",145 lbs.,"70""",Orthodox,6-Oct-89
Sean Spencer,"5' 10""",170 lbs.,"75""",,25-Jun-87
Sean Strickland,"6' 1""",170 lbs.,"76""",Orthodox,27-Feb-91
Sean Wilson,"5' 8""",145 lbs.,,,20-Oct-82
Seichi Ikemoto,"5' 11""",168 lbs.,,Orthodox,24-Aug-75
Semmy Schilt,"6' 10""",265 lbs.,,Orthodox,27-Oct-73
Seohee Ham,"5' 2""",115 lbs.,"62""",Southpaw,8-Mar-87
Sergei Kharitonov,"6' 0""",245 lbs.,,Orthodox,18-Aug-80
Sergei Pavlovich,"6' 3""",257 lbs.,"84""",Southpaw,13-May-92
Sergey Ignatov,"5' 9""",210 lbs.,,Orthodox,
Sergey Khandozhko,"6' 1""",170 lbs.,"74""",Orthodox,19-May-92
Serghei Spivac,"6' 3""",260 lbs.,"78""",Orthodox,24-Jan-95
Sergio Gomez,"5' 6""",155 lbs.,,Orthodox,29-Apr-82
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,23-Jul-82
Sergio Pettis,"5' 6""",135 lbs.,"69""",Orthodox,18-Aug-93
Seth Baczynski,"6' 3""",170 lbs.,"74""",Orthodox,26-Oct-81
Seth Dikun,"5' 10""",135 lbs.,"69""",Orthodox,5-Aug-80
Seth Kleinbeck,"6' 2""",185 lbs.,,,25-Jul-73
Seth Petruzelli,"6' 0""",205 lbs.,"76""",Orthodox,3-Dec-79
Seungwoo Choi,"6' 0""",145 lbs.,"74""",Orthodox,3-Nov-92
Shamar Bailey,"5' 9""",155 lbs.,"75""",,22-Sep-82
Shamil Abdurakhimov,"6' 3""",235 lbs.,"76""",Orthodox,2-Sep-81
Shana Dobson,"5' 6""",125 lbs.,"69""",,30-Mar-89
Shana Olsen,"5' 7""",145 lbs.,,,17-Dec-80
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,19-Mar-91
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,21-Jan-87
Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,4-Jan-75
Shane Howell,"5' 8""",125 lbs.,"69""",Orthodox,28-Nov-83
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,29-Nov-84
Shane Primm,"6' 3""",205 lbs.,,Orthodox,30-Jul-84
Shane Roller,"5' 10""",155 lbs.,"72""",Orthodox,14-Jul-79
Shane Young,"5' 8""",145 lbs.,"72""",Orthodox,31-Jul-93
Shane del Rosario,"6' 4""",250 lbs.,"79""",Southpaw,23-Sep-83
Shannon Gugerty,"5' 10""",155 lbs.,"71""",Orthodox,30-Dec-81
Shannon Ritch,"5' 9""",190 lbs.,,Orthodox,27-Sep-70
Shawn Bunch,"5' 5""",135 lbs.,,,19-Mar-83
Shawn Jordan,"6' 0""",260 lbs.,"75""",Southpaw,21-Oct-84
Shawn Teed,"6' 5""",265 lbs.,"79""",Orthodox,13-Feb-92
Shayna Baszler,"5' 7""",135 lbs.,"67""",Orthodox,8-Aug-80
Sheila Gaff,"5' 5""",135 lbs.,"62""",Orthodox,29-Dec-89
Sheldon Westcott,"6' 1""",170 lbs.,"71""",Southpaw,20-Aug-84
Shelton Graves,"6' 2""",255 lbs.,"76""",Southpaw,23-Oct-85
Sherman Pendergarst,"6' 1""",235 lbs.,,Orthodox,1-Aug-67
Sherron Leggett,"5' 8""",155 lbs.,,Southpaw,27-Oct-78
Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,11-Oct-90
Shingo Kohara,"5' 6""",135 lbs.,,,
Shinsho Anzai,"5' 7""",170 lbs.,"70""",Orthodox,1-Dec-85
Shinya Aoki,"5' 11""",154 lbs.,,Southpaw,9-May-83
Shoji Maruyama,"5' 7""",139 lbs.,,Orthodox,24-Apr-83
Shonie Carter,"5' 10""",170 lbs.,,Southpaw,3-May-72
Shungo Oyama,"5' 11""",185 lbs.,,Southpaw,11-Apr-74
Shunichi Shimizu,"5' 5""",135 lbs.,"66""",Orthodox,31-Jan-85
Siala Siliga,"6' 1""",290 lbs.,,Orthodox,8-Oct-70
Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,11-Apr-92
Sidney Silva,"6' 3""",170 lbs.,,Southpaw,27-Feb-72
Sijara Eubanks,"5' 4""",135 lbs.,"67""",,27-Apr-85
Silvana Juarez,"5' 3""",125 lbs.,,Orthodox,12-Jun-84
Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,14-Mar-84
Sione Latu,"6' 0""",215 lbs.,,,
Sirwan Kakai,"5' 5""",135 lbs.,"66""",Orthodox,3-Oct-89
Siyar Bahadurzada,"5' 11""",170 lbs.,"73""",Orthodox,17-Apr-84
Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,12-Jul-77
Sodiq Yusuff,"5' 9""",145 lbs.,"71""",Orthodox,19-May-93
Soichi Nishida,"5' 11""",320 lbs.,,Orthodox,
Sokun Koh,"6' 1""",205 lbs.,,,
Solomon Hutcherson,"5' 11""",185 lbs.,,Southpaw,31-Aug-72
Song Kenan,"6' 0""",170 lbs.,"71""",Orthodox,10-Mar-90
Song Yadong,"5' 8""",135 lbs.,"67""",Orthodox,2-Dec-97
Spencer Fisher,"5' 7""",155 lbs.,"70""",Southpaw,9-May-76
Spencer Hearns,"5' 11""",185 lbs.,,,
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,9-Dec-81
Stefan Klever,,185 lbs.,,Orthodox,
Stefan Leko,"6' 2""",215 lbs.,,Orthodox,3-Jun-74
Stefan Sekulic,"6' 0""",170 lbs.,"75""",Southpaw,12-Feb-92
Stefan Struve,"6' 11""",265 lbs.,"84""",Orthodox,18-Feb-88
Stephan Bonnar,"6' 4""",205 lbs.,"78""",Orthodox,4-Apr-77
Stephanie Webber,"5' 6""",135 lbs.,,,
Stephen Banaszak,"6' 0""",145 lbs.,,,7-Dec-90
Stephen Bass,"5' 9""",145 lbs.,,,14-Nov-82
Stephen Ledbetter,"5' 9""",145 lbs.,,Orthodox,30-Jun-82
Stephen Palling,"5' 4""",143 lbs.,,,29-Jan-67
Stephen Regman,"5' 11""",155 lbs.,,,5-Aug-91
Stephen Thompson,"6' 0""",170 lbs.,"75""",Orthodox,11-Feb-83
Sterling Ford,"5' 10""",155 lbs.,,,12-Mar-86
Steve Berger,"5' 11""",170 lbs.,,Orthodox,20-May-73
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,29-Jul-81
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,3-Nov-81
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,
Steve Cantwell,"6' 2""",185 lbs.,"75""",Orthodox,8-Dec-86
Steve Garcia,"6' 0""",135 lbs.,,,22-May-92
Steve Hadsel,"5' 8""",170 lbs.,,,
Steve Jennum,"5' 10""",215 lbs.,,Orthodox,
Steve Judson,"5' 11""",230 lbs.,,Orthodox,
Steve Kennedy,"5' 11""",170 lbs.,"71""",Orthodox,7-Mar-83
Steve Kozola,,155 lbs.,,,
Steve Lopez,"5' 11""",155 lbs.,,Orthodox,30-Jul-84
Steve Mann,"6' 1""",170 lbs.,,,
Steve Mensing,"5' 11""",185 lbs.,,Orthodox,6-Dec-77
Steve Montgomery,"6' 4""",185 lbs.,"75""",Southpaw,19-Dec-90
Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,
Steve Ramirez,"5' 7""",125 lbs.,,,
Steve Steinbeiss,"6' 3""",185 lbs.,"75""",Orthodox,5-May-81
Steve Vigneault,"5' 10""",185 lbs.,,Orthodox,14-Feb-78
Steve White,"5' 11""",175 lbs.,,,
Steven Ciaccio,"6' 0""",170 lbs.,,,
Steven Graham,"6' 1""",290 lbs.,,Orthodox,
Steven Nguyen,"5' 11""",145 lbs.,,,19-May-93
Steven Peterson,"5' 10""",145 lbs.,"70""",Orthodox,29-May-90
Steven Siler,"5' 11""",145 lbs.,"70""",Orthodox,15-Feb-87
Stevie Lynch,"5' 10""",170 lbs.,,Orthodox,
Stevie Ray,"5' 10""",155 lbs.,"70""",Southpaw,25-Mar-90
Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,19-Aug-82
Stoney Hale,"6' 0""",,,,18-Oct-79
Su Mudaerji,"5' 8""",135 lbs.,"72""",Southpaw,20-Jan-96
Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,17-Sep-84
Suman Mokhtarian,"5' 10""",145 lbs.,"67""",Orthodox,13-Jun-92
Sung Bin Jo,"6' 0""",145 lbs.,"72""",Orthodox,17-Jul-92
Syuri Kondo,"5' 4""",115 lbs.,"66""",Orthodox,8-Feb-89
TJ Cook,,205 lbs.,,,8-Sep-82
TJ Dillashaw,"5' 6""",125 lbs.,"67""",Orthodox,7-Feb-86
TJ Grant,"5' 10""",155 lbs.,"72""",Orthodox,26-Feb-84
TJ Hepburn,"5' 7""",155 lbs.,,,
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,1-Jan-87
TJ Waldburger,"5' 11""",170 lbs.,"75""",Orthodox,25-Apr-88
Tadao Yasuda,"6' 4""",310 lbs.,,Orthodox,9-Oct-63
Tae Hyun Bang,"5' 9""",155 lbs.,"71""",Switch,15-Apr-83
Tae Hyun Lee,"6' 6""",295 lbs.,,Orthodox,17-Jan-75
Tai Bowden,"5' 11""",230 lbs.,,,
Tai Tuivasa,"6' 2""",264 lbs.,"75""",Southpaw,16-Mar-93
Taiei Kin,"5' 11""",185 lbs.,,Orthodox,8-Jul-70
Taila Santos,"5' 5""",125 lbs.,"68""",Orthodox,22-Jun-93
Takafumi Otsuka,"5' 6""",139 lbs.,,Orthodox,
Takahiro Oba,"5' 8""",200 lbs.,,Southpaw,
Takanori Gomi,"5' 7""",155 lbs.,"70""",Southpaw,22-Sep-78
Takashi Sato,"5' 10""",170 lbs.,"73""",Southpaw,9-Jun-90
Takashi Sugiura,"5' 11""",225 lbs.,,Southpaw,31-May-70
Takayo Hashi,"5' 4""",135 lbs.,,Orthodox,2-Oct-77
Takayuki Okada,"6' 1""",290 lbs.,,Orthodox,
Takenori Sato,"5' 10""",170 lbs.,"71""",Southpaw,8-Jun-85
Takeshi Inoue,"5' 8""",145 lbs.,,,18-Mar-80
Takeshi Yamazaki,"5' 8""",139 lbs.,,Southpaw,
Takeya Mizugaki,"5' 7""",135 lbs.,"68""",Orthodox,16-Dec-83
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,4-Mar-87
Talita Nogueira,"5' 10""",145 lbs.,,,13-Oct-85
Tamdan McCrory,"6' 4""",185 lbs.,"78""",Switch,5-Nov-86
Tanner Boser,"6' 2""",258 lbs.,,,2-Aug-91
Tarec Saffiedine,"5' 10""",170 lbs.,"70""",Switch,6-Sep-86
Tateki Matsuda,"5' 7""",125 lbs.,"65""",Orthodox,27-Feb-86
Tatiana Suarez,"5' 5""",115 lbs.,"66""",,19-Dec-90
Tatsuya Iwasaki,"5' 9""",205 lbs.,,Orthodox,
Tatsuya Kawajiri,"5' 7""",145 lbs.,"69""",Orthodox,8-May-78
Tatsuya Mizuno,"6' 1""",205 lbs.,,Southpaw,2-Jun-81
Taylor Lapilus,"5' 6""",135 lbs.,"73""",Southpaw,8-Apr-92
Taylor Roberts,"5' 11""",170 lbs.,,,
Te Edwards,"5' 8""",155 lbs.,"72""",Orthodox,11-Sep-90
Tebaris Gordon,"6' 1""",265 lbs.,"78""",Orthodox,19-Jul-88
Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,16-Aug-89
Tedd Williams,"6' 1""",275 lbs.,,Orthodox,19-Dec-69
Teemu Packalen,"6' 1""",155 lbs.,"72""",Orthodox,22-May-87
Teila Tuli,"6' 0""",430 lbs.,,Orthodox,14-Jun-69
Terrance McKinney,,155 lbs.,,,15-Sep-94
Terrell Brown,,185 lbs.,,,13-Apr-83
Terrion Ware,"5' 8""",135 lbs.,"71""",Orthodox,31-Mar-86
Terry Etim,"6' 1""",155 lbs.,"73""",Orthodox,11-Jan-86
Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,10-Oct-80
Teruto Ishihara,"5' 7""",135 lbs.,"69""",Southpaw,23-Jul-91
Tetsuji Kato,,155 lbs.,,Orthodox,
Thaddeus Luster,"6' 3""",210 lbs.,,,
Thales Leites,"6' 1""",185 lbs.,"78""",Orthodox,6-Sep-81
Thanh Le,"5' 9""",145 lbs.,"74""",Orthodox,28-Aug-85
Thiago Alves,"5' 9""",170 lbs.,"70""",Orthodox,3-Oct-83
Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,23-Mar-95
Thiago Perpetuo,"5' 10""",170 lbs.,"71""",Orthodox,14-Dec-87
Thiago Santos,"6' 2""",205 lbs.,"76""",Orthodox,7-Jan-84
Thiago Silva,"6' 2""",205 lbs.,"74""",Orthodox,12-Nov-82
Thiago Tavares,"5' 7""",145 lbs.,"68""",Orthodox,8-Nov-84
Thibault Gouti,"5' 10""",155 lbs.,"72""",Orthodox,27-Feb-87
Thomas Almeida,"5' 7""",135 lbs.,"70""",Southpaw,31-Jul-91
Thomas Campbell,,,,,
Thomas Denny,"5' 10""",170 lbs.,,Orthodox,19-Apr-71
Thomas Diagne,"6' 1""",154 lbs.,,,3-Sep-83
Thomas Gifford,"6' 1""",155 lbs.,"75""",Orthodox,26-Jul-92
Thomas Longacre,"5' 9""",145 lbs.,,Orthodox,
Thomas Ramirez,"6' 1""",410 lbs.,,Sideways,
Tiago Trator,"5' 9""",145 lbs.,"70""",Orthodox,12-Apr-87
Tiequan Zhang,"5' 8""",155 lbs.,"70""",Orthodox,25-Jul-78
Tiffany Masters,"5' 3""",115 lbs.,"65""",Orthodox,31-Jul-94
Tiki Ghosn,"5' 10""",170 lbs.,,Orthodox,9-Feb-77
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81
Tim Caron,"6' 1""",185 lbs.,,Orthodox,24-Jul-87
Tim Catalfo,"5' 11""",235 lbs.,,Orthodox,
Tim Credeur,"6' 3""",185 lbs.,"75""",Orthodox,9-Jul-77
Tim Elliott,"5' 7""",135 lbs.,"66""",Southpaw,24-Dec-86
Tim Gorman,"5' 5""",135 lbs.,"68""",Southpaw,29-Apr-83
Tim Hague,"6' 4""",260 lbs.,"76""",Orthodox,9-May-83
Tim Johnson,"6' 3""",265 lbs.,"77""",Southpaw,13-Mar-85
Tim Kennedy,"5' 11""",185 lbs.,"74""",Orthodox,1-Sep-79
Tim Lajcik,"6' 1""",225 lbs.,,Orthodox,21-Jun-65
Tim McKenzie,"6' 0""",185 lbs.,"74""",Orthodox,21-Jul-82
Tim Means,"6' 2""",170 lbs.,"75""",Orthodox,20-Feb-84
Tim Roman,"6' 1""",170 lbs.,,,8-Jun-85
Tim Stout,"5' 11""",185 lbs.,,,9-Feb-79
Tim Sylvia,"6' 8""",265 lbs.,"80""",Orthodox,5-Mar-76
Tim Williams,"6' 2""",185 lbs.,"76""",Orthodox,3-Jul-86
Tina Lahdemaki,"5' 2""",115 lbs.,"62""",Orthodox,28-May-88
Tito Jones,"5' 8""",145 lbs.,,Southpaw,31-Jul-81
Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,23-Jan-75
Toby Misech,"5' 8""",145 lbs.,,Southpaw,7-Mar-88
Todd Brown,"5' 11""",205 lbs.,,Orthodox,13-Dec-76
Todd Butler,"6' 1""",200 lbs.,,Southpaw,
Todd Duffee,"6' 3""",260 lbs.,"79""",Orthodox,6-Dec-85
Todd Gouwenberg,"6' 1""",205 lbs.,,Orthodox,25-Sep-74
Todd Lally,"5' 7""",145 lbs.,,Orthodox,
Todd Medina,"5' 10""",193 lbs.,,Southpaw,
Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,30-Dec-83
Tokimitsu Ishizawa,"6' 0""",185 lbs.,,Orthodox,5-Aug-68
Tom Aaron,,155 lbs.,,,13-Jul-78
Tom Blackledge,,205 lbs.,,,
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,26-Sep-91
Tom DeBlass,"6' 0""",185 lbs.,"75""",Orthodox,14-May-82
Tom Duquesnoy,"5' 7""",135 lbs.,"68""",Orthodox,21-Jun-93
Tom Egan,"5' 11""",170 lbs.,,Orthodox,
Tom Erikson,"6' 3""",280 lbs.,,Orthodox,
Tom Gallicchio,"5' 10""",170 lbs.,"73""",Southpaw,23-Sep-86
Tom Lawlor,"6' 0""",205 lbs.,"74""",Southpaw,15-May-83
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,19-Nov-74
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,25-Jul-82
Tom Sauer,"6' 1""",263 lbs.,,,11-Nov-70
Tom Tuggle,"6' 2""",250 lbs.,,Orthodox,
Tom Watson,"6' 1""",185 lbs.,"73""",Orthodox,13-Jul-82
Tomasz Drwal,"6' 1""",205 lbs.,"76""",Orthodox,22-Jan-82
Tommy Hayden,"5' 9""",145 lbs.,"72""",Southpaw,11-Mar-86
Tommy Lee,"5' 7""",145 lbs.,,Orthodox,20-Jan-77
Tommy Petersen,,155 lbs.,,,
Tommy Speer,"5' 10""",170 lbs.,"71""",Orthodox,20-Aug-84
Tomohiko Hashimoto,"6' 0""",250 lbs.,,Orthodox,
Tomomi Iwama,"5' 3""",155 lbs.,,Orthodox,
Tomoya Miyashita,"5' 7""",139 lbs.,,Southpaw,
Tony Bonello,"6' 2""",185 lbs.,,,
Tony DeSouza,"6' 0""",170 lbs.,"70""",Southpaw,26-Jul-74
Tony Ferguson,"5' 11""",155 lbs.,"76""",Orthodox,12-Feb-84
Tony Fryklund,"6' 0""",185 lbs.,,Orthodox,26-Mar-71
Tony Halme,"6' 3""",300 lbs.,,Orthodox,6-Jan-63
Tony Johnson,"6' 1""",265 lbs.,,,
Tony Juarez,,155 lbs.,,,
Tony Petarra,"5' 11""",196 lbs.,,Orthodox,
Tony Sims,"5' 11""",155 lbs.,"70""",Southpaw,14-Oct-85
Tony Sylvester,"6' 1""",225 lbs.,,Southpaw,27-Jan-78
Tonya Evinger,"5' 7""",135 lbs.,"70""",Orthodox,4-Jun-81
Tor Troeng,"6' 2""",185 lbs.,"77""",Orthodox,25-Jan-83
Torrance Taylor,"5' 7""",155 lbs.,,,
Townsend Saunders,"5' 5""",170 lbs.,,Orthodox,
Tra Telligman,"6' 2""",233 lbs.,,Orthodox,7-Feb-65
Tracy Cortez,"5' 5""",125 lbs.,,,10-Dec-93
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,17-Jul-82
Travis Calanoc,"5' 8""",145 lbs.,,Orthodox,
Travis Fulton,"6' 0""",240 lbs.,,Orthodox,29-May-77
Travis Galbraith,"6' 0""",170 lbs.,,Orthodox,18-May-81
Travis Johnson,,205 lbs.,,,
Travis Lutter,"5' 11""",185 lbs.,"75""",Orthodox,12-May-73
Travis Wiuff,"6' 3""",205 lbs.,,Orthodox,15-Mar-78
Trenell Young,"5' 6""",145 lbs.,,Orthodox,19-Jun-76
Trent Jenkins,"6' 2""",185 lbs.,,,
Treston Thomison,"5' 8""",145 lbs.,,,
Trevin Giles,"6' 0""",185 lbs.,"74""",Orthodox,6-Aug-92
Trevor Harris,"5' 6""",145 lbs.,,,
Trevor Prangley,"6' 1""",185 lbs.,"75""",Orthodox,24-Aug-72
Trevor Smith,"6' 3""",185 lbs.,"75""",Orthodox,5-Jan-81
Trey Houston,"5' 11""",185 lbs.,,,
Tristan Arenal,,155 lbs.,,,
Troy Mandaloniz,"5' 9""",170 lbs.,,Orthodox,1-Feb-80
Tsuyoshi Kohsaka,"5' 11""",225 lbs.,,Orthodox,6-Mar-70
Tsuyoshi Kurihara,"5' 10""",185 lbs.,,Orthodox,13-Jul-73
Tsuyoshi Tamakairiki,"6' 0""",220 lbs.,,Orthodox,
Tulio Palhares,,180 lbs.,,,
Turrell Galloway,"5' 3""",145 lbs.,,,
Tyler Diamond,"5' 7""",145 lbs.,"69""",Orthodox,18-Mar-91
Tyler Hill,"6' 3""",170 lbs.,"78""",Switch,10-Aug-91
